judul,isi,link,kategori
"Rumah di Mampang Jaksel Kebakaran Dipicu Selang Gas Lepas, 2 Orang Terluka","Rumah di kawasan Mampang Prapatan, Jakarta Selatan (Jaksel) dilandakebakaran. Kebakaran tepatnya terjadi di bagian dapur.
""Obyek yang terbakar dapur rumah,"" kata petugas Suku Dinas Penanggulangan Kebakaran dan Penyelamatan (Gulkarmat) Jaksel, Selasa (30/9/2025).
Kebakaran dilaporkan ke petugas pemadaman kebakaran (damkar) oleh warga yang datang ke Pos Kemang pada pukul 06.38 WIB. Rumah yang terbakar berlokasi di Jalan Taman Kemang II RT 14 RW 01, Bangka, Kecamatan Mampang Prapatan, Jaksel.

Operasi pemadaman kebakaran dimulai pukul 06.43 WIB. Sebanyak 7 unit mobil damkar beserta 25 personel dikerahkan ke tempat kejadian perkara (TKP).
Petugas damkar selesai menangani kebakaran pukul 07.35 WIB. Dua orang mengalami luka bakar akibat insiden kebakaran ini.

Kebakaran dipicu terlepasnya selang kompor gas. Api lalu menyambar kumpulan gas yang keluar dari selang kompor gas yang tak terpasang dengan baik.
""Karyawan sedang memasak, dikarenakan pemasangan sambungan selang gas yang kurang kuat sehingga selang terlepas dari regulator tabung gas, api pun menyambar gas yang sudah menyebar di area ruangan,"" katanya.

Tonton juga video ""Kapal Pinisi di Labuan Bajo Terbakar saat Mengisi BBM"" di sini:

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8136995/rumah-di-mampang-jaksel-kebakaran-dipicu-selang-gas-lepas-2-orang-terluka,berita
Pengasuh Minta Maaf Ponpes Al Khoziny Ambruk: Ini Takdir Allah,"PengasuhPondok Pesantren Al Khoziny, KH Abdus Salam Mujib, meminta maaf kepada wali santri setelah bangunan musala ambruk pada Senin (29/9) sore kemarin. Ia menyebut kejadian tersebut sebagai takdir Allah.
""Saya kira memang ini takdir dari Allah. Jadi semuanya harus bisa bersabar dan mudah-mudahan diberi ganti oleh Allah yang lebih baik. Diberi pahala yang sangat-sangat apa yang enggak bisa mengutarakan, mudah-mudahan yang dibalas dengan balasan kebaikan oleh Allah,"" kata Salam dilansirdetikJatim, Selasa (30/9/2025).
Ia menyebutkan, setelah tragedi ambruknya bangunan, kegiatan di Pondok Pesantren Al Khoziny, Buduran, Sidoarjo, dihentikan. Sebab, saat ini fokus sementara adalah pencarian dan evakuasi korban yang masih terjebak di dalam reruntuhan.
""Iya, sementara dihentikan. Belum bisa ditentukan (sampai kapan),"" ujar Salam.
Salam menjelaskan bahwa bangunan musala yang ambruk itu berada dalam tahap pengecoran. Pembangunan itu sendiri telah dilakukan selama 9 bulan terakhir.
""Ini pengecoran yang terakhir saja, itu jebol. Ya, hanya itu. (Proses pembangunan) sudah lama, sudah 9 bulan. Kurang lebih 9 sampai 10 bulan,"" tandasnya.
Baca berita lengkapnya disini.",https://news.detik.com/berita/d-8136994/pengasuh-minta-maaf-ponpes-al-khoziny-ambruk-ini-takdir-allah,berita
Pramono Janji Bantu Warga Taman Sari Urus HGB-SHM yang Hangus Terbakar,"Gubernur DKI Jakarta Pramono Anung meninjau lokasikebakarandi Kelurahan Tangki, Taman Sari, Jakarta Barat. Dia memastikan Pemerintah Provinsi DKI Jakarta akan membantu warga yang kehilangan dokumen penting, termasuk surat tanah berstatus Hak Guna Bangunan (HGB) dan Sertifikat Hak Milik (SHM).
""Rumah di sini sebagian adalah HGB, SHM, yang dulu ikut program Prona pada tahun 2018. Saya akan mendalami ini,"" ujar Pramono di kawasan Taman Sari, Jakarta Barat, Selasa (30/9/2025).
Dia menegaskan Pemprov DKI akan mendampingi warga dalam pengurusan ulang dokumen kepemilikan tanah maupun surat-surat pribadi lainnya yang hangus akibat kebakaran.
""Karena semua surat ini kan pemerintah Jakarta pasti punyafile-nya. Baik itu HGB maupun SHM-nya, pasti nanti saya minta untuk mereka didampingi untuk surat-menyuratnya,"" jelasnya.
Selain urusan dokumen, Pramono menyoroti kondisi para penyintas, terutama lansia dan balita. Dia mengatakan bantuan popok dan kebutuhan darurat kini sudah tersedia meski sempat terlambat pada hari pertama.
Pramono juga memastikan pihaknya akan membantu pemulihan rumah warga yang terdampak. Sebab, menurut dia, banyak korban enggan direlokasi karena sebagian besar memiliki legalitas lahan.
""Ini berbeda dengan daerah lain, yang kebakaran selama ini kan banyak yang tidak ada surat-suratnya. Kalau di sini hampir sebagian besar punya. Mereka pasti ingin bertahan di sini,"" ungkapnya.
Sebelumnya, BPBD Jakarta mencatat ribuan jiwa terdampak kebakaran yang sempat melanda kawasan permukiman penduduk di Kelurahan Tangki, Kecamatan Taman Sari, Jakarta Barat (Jakbar), kemarin. Total sebanyak 1.268 jiwa terdampak.
Dalam data yang diterima dari Command Center Disgulkarmat P2B BPBD Jakarta, Senin (29/9), ribuan jiwa tersebut ada di dua RW. Mereka terbagi menjadi 321 KK (kartu keluarga).
""Objek terdampak RW 003 sebanyak 55 KK (12 jiwa) dan RW 006 sebanyak 316 KK (1.256 jiwa),"" tulisnya.


[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8136966/pramono-janji-bantu-warga-taman-sari-urus-hgb-shm-yang-hangus-terbakar,berita
"Perusahaan Korea Investasi Rp 1,2 T, Mentrans Pastikan Rakyat Jadi Prioritas","Perusahaan asal Korea Selatan LX International berkomitmen untuk melakukan investasi senilai Rp1,2 triliun di Kawasan Transmigrasi Maloy-Kaliorang, Kalimantan Timur.
Kementerian Transmigrasi (Kementrans) akan memastikan penanaman modal asing ini memberi manfaat langsung bagi masyarakat lokal. Hal ini sejalan dengan arahan Presiden Prabowo Subianto agar rakyat menjadi penerima manfaat utama dari setiap kegiatan investasi di daerah.
""Alhamdulillah, dari 3.800 tenaga kerja yang ada di kawasan transmigrasi Maloy, Kaliorang, 80 persen di antaranya merupakan masyarakat lokal. Inilah yang kita kehendaki, agar rakyat menjadi prioritas,"" kata Menteri Transmigrasi (Mentrans), Iftitah dalam keterangannya, Selasa (30/9/2025).
Hal tersebut ia sampaikan usai melakukan pertemuan dengan LX International di Osaka, Jepang, Senin (29/9) kemarin.
Iftitah menjelaskan, LX International berani menanamkan investasi besar karena potensi sumber daya alam yang tersedia, mulai dari kelapa sawit hingga batu bara.
Lebih lanjut, Itftitah juga menjelaskan ada tiga prinsip utama yang harus dikedepankan dalam pemanfaatan lahan transmigrasi. Pertama, penyerapan tenaga kerja maksimal dari masyarakat transmigran dan warga sekitar.
Kedua, pemberdayaan masyarakat agar ikut berkembang bersama investasi. Ketiga, adanya sistem bagi hasil (profit sharing) yang tidak hanya menguntungkan perusahaan, tetapi juga masyarakat dan negara melalui Penerimaan Negara Bukan Pajak (PNBP).
""Selain LX, ada juga investor dari Malaysia yang berencana membangun bandara di kawasan ini melalui skema Build Operate and Transfer (BOT). Mereka meminta izin pemanfaatan 75 hektar lahan transmigrasi untuk pembangunan runway. Nantinya bandara ini akan diserahkan kepada negara,"" ungkapnya.
Untuk menarik lebih banyak investasi ke wilayah transmigrasi, Iftitah menekankan pentingnya kepercayaan dan stabilitas. Dunia usaha, katanya,
memerlukan kepastian agar berani menanamkan modalnya.
""Kita butuh investor, tapi jangan sampai rakyat kita ditinggalkan. Dunia usaha harus merangkul tenaga kerja lokal agar kesejahteraan mereka meningkat,"" katanya.
Selain itu, Kementrans juga tengah menyiapkan Project Facilitation Office (PFO) sebagai pusat pendampingan bagi investor. Melalui PFO, pemerintah akan membantu memperlancar koordinasi dengan kementerian terkait, termasuk Kementerian Investasi, ESDM, Kehutanan, Perdagangan, hingga Luar Negeri.
""Kami sebagai regulator akan menjadi jembatan antara dunia usaha dengan masyarakat. Sesuai arahan Presiden, kita butuh investasi untuk membangun ekonomi, tapi rakyat Indonesia tidak boleh terpinggirkan,"" pungkas Iftitah.

Tonton juga video ""NVIDIA Suntik Dana Investasi Rp 1,6 Kuadriliun ke OpenAI"" di sini:

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8136956/perusahaan-korea-investasi-rp-1-2-t-mentrans-pastikan-rakyat-jadi-prioritas,berita
"Setuju Stasiun Karet dan BNI City Digabung, NasDem DKI Ingatkan Hal Ini","Pemprov DKI Jakarta sepakat akanStasiun Karetdengan Stasiun BNI City digabung. Ketua Fraksi NasDem DPRD DKI Wibi Andrino menyebutkan rencana itu harus memudahkan akses pengguna KRL.
""Penggabungan Stasiun Karet dan BNI City langkah tepat untuk integrasi transportasi. Syaratnya akses harus mudah dan inklusif,"" ujar Wibi kepada wartawan, Selasa (30/9/2025).
Wibi juga mengingatkan proses penggabungan nantinya tak mengganggu penumpang KRL. Dia berharap ada jalur-jalur sementara yang disediakan nantinya selama proses berjalan.
""Proyek ini boleh jalan, tapi jangan sampai kenyamanan, keamanan, dan aksesibilitas warga dikorbankan selama proses maupun setelah selesai,"" ujarnya.
""Harus ada jalur sementara yang jelas, fasilitas ramah difabel, dan kapasitas peron/eskalator/lift yang memadai,"" sambungnya.
Sebelumnya, Menteri Perhubungan (Menhub) Dudy Purwagandhi bertemu dengan Gubernur DKI Jakarta Pramono Anung. Pada pertemuan itu, keduanya membahas tentang pengembangan kawasantransit oriented development(TOD) di Sudirman Dukuh Atas.
""Kami tadi membahas banyak hal, di antaranya yang kami bahas adalah masalah TOD di Jalan Sudirman, Stasiun Dukuh Atas. Kemudian, juga ada beberapa hal, khususnya yang berkaitan dengan transportasi,"" kata Dudy kepada wartawan di Wisma Mandiri, Jakarta Pusat, Senin (29/9).
Dudy menambahkan, mereka turut membahas terkait wacana integrasi Stasiun Karet dan Stasiun Sudirman. Selebihnya mengenai peningkatan kerja sama transportasi kereta api antara pemerintah pusat dan Pemprov DKI.
""Harapan kami bahwa TOD, kemudian juga Stasiun Karet-Sudirman, itu dalam waktu cepat bisa kami realisasikan,"" lanjutnya.
Masih dalam kesempatan yang sama, Pramono menyebut pertemuan menghasilkan sejumlah kesepakatan, seperti penggabungan Stasiun Karet dan Stasiun Sudirman. Selain itu, dia melaporkan progres pembangunan MRT fase Bundaran HI-Kota serta proyek LRT.
""Sudah ada kesepakatan dan kami juga mendapatkan beberapa persetujuan yang memang diberikan oleh pemerintah pusat kepada pemerintah Jakarta. Selain TOD Dukuh Atas, kemudian juga menyatukan antara Stasiun Karet dan BNI,"" ujar Pramono.


[Gambas:Video 20detik]",https://news.detik.com/berita/d-8136948/setuju-stasiun-karet-dan-bni-city-digabung-nasdem-dki-ingatkan-hal-ini,berita
PKS Puji Sikap Prabowo Tak Dendam dengan Anies: Pemimpin Gaya Barat,"Presiden Prabowo Subianto mengaku tak memiliki dendam terhadap rivalnya di Pilpres 2024,Anies Baswedan. PKS menyebutkan Prabowo memang memiliki gaya yang terbuka seperti budaya Barat.
""Pertama, Bagus. Pak Prabowo orangnya terbuka. Gaya Barat. Tidakpundunganatau ngambek. Kita perlu pemimpin seperti ini,"" kata Ketua DPP PKS Mardani kepada wartawan, Selasa (30/9/2025).
Mardani kemudian menegaskan PKS memiliki hubungan yang baik dengan Anies walau tak mendukung kala itu.
""Kedua, Mas Anies baik hubungannya dengan PKS. Beliau banyak dukung calon pilkada dari PKS saat 2024. Di DKI pilihan PKS dan Mas Anies menang beda,"" ujarnya.
Sebelumnya, Prabowo mengungkit sempat tak didukung PKS pada Pilpres 2024. Prabowo mengaku tak menyimpan dendam dengan Anies Baswedan yang awalnya capres usungan PKS.
Hal itu disampaikan Prabowo saat pidato di puncak acara Munas VI PKS di Hotel Sultan, Jakarta Pusat, Senin (29/9). Prabowo menyinggung kekalahannya di pilpres sebelum akhirnya terpilih menjadi Presiden.
""Kita ingin menang tapi kita juga harus siap kalah. Kalau mau belajar kalah, belajar dari Prabowo Subianto. Lima kali pemilihan, empat kali kalah. PKS ikut-ikut lagi,"" ujar Prabowo.
Prabowo kemudian tertawa saat menyinggung PKS tak mendukungnya pada awal Pilpres 2024. Meski begitu, dia menegaskan semua pihak harus bersatu dalam membangun negara.
""Dua kali dukunggue, dua kali kalah. Yangguemenang,lunggak dukung lagi, ha-ha-ha.... Tapi oke, yang lewat, lewat. Kita bersatu sekarang demi bangsa dan negara,"" kata dia.
Lebih lanjut, Prabowo menyinggung rivalitasnya dengan Anies. Dia mengaku tidak menyimpan dendam dengan Anies.
""Ya politik seperti itu, politik harusrame, nggak ada masalah. Aku terus terangaja loh, sayatuhnggak dendam sama Anies, nggak. Kalau dikasih nilai 11, ituguenggak marah itu.Eh bener lho,sebenernyadia yang bantu aku menang, karena emak-emak kasihangitu lho, iya kan,"" katanya.

Lihat Video 'Prabowo Ngaku Tak Dendam dengan Anies: Dia Bantu Aku Menang':

[Gambas:Video 20detik]",https://news.detik.com/berita/d-8136943/pks-puji-sikap-prabowo-tak-dendam-dengan-anies-pemimpin-gaya-barat,berita
Pemilik Warung yang Cabuli Bocah 6 Tahun di Bogor Ditangkap,"Polisi menangkap pria berinisial SD (63), pelakupencabulanbocah berusia 6 tahun di Rancabungur, Bogor, Jawa Barat. Pelaku ditangkap di wilayah Jakarta Selatan.
""Pelaku sudah ditangkap, posisi penangkapan pelaku berada di wilayah Jakarta Selatan,"" kata Kasat Reskrim Polres Bogor AKP Teguh Kumara, Selasa (30/9/2025).
Berdasarkan hasil pemeriksaan, lanjut Teguh, pelaku diduga mencabuli korban satu kali. Saat ini, pelaku telah ditahan oleh penyidik kepolisian.
""Kejadian satu kali di tanggal 19 Agustus 2025 sekitar jam 17.30 WIB,"" bebernya.
Sebelumnya, video dugaan pencabulan terhadap anak berusia 6 tahun di Rancabungur, Bogor, beredar di media sosial. Terduga pelaku disebut merupakan pemilik warung jajanan dekat rumah korban.
Dalam video yang dilihat, disebutkan bahwa peristiwa terungkap setelah korban mengeluhkan sakit. Korban kemudian mengaku mendapatkan perlakukan bejat itu.
Peristiwa disebut terjadi pada 19 Agustus 2025. Disebutkan pula bahwa keluarga korban telah melaporkan kejadian itu kepada polisi.
Saat ini, korban telah menjalani visum. Pihak kepolisian masih melakukan penelusuran terkait dengan kejadian dugaan pencabulan itu.

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8136937/pemilik-warung-yang-cabuli-bocah-6-tahun-di-bogor-ditangkap,berita
4 Fakta Area Proyek Perumahan di Tangerang Ternyata Bekas Pemakaman,"Warga di kawasan Desa Sindang Panon, Kecamatan Sindang Jaya, Tangerang, dikejutkan olehtemuan kain kafan dan tulangmanusia. Kain kafan dan tulang manusia itu muncul di lahan area proyek perumahan.
Dalam video yang beredar, terlihat kain kafan berwarna putih tersebar di beberapa titik. Disebutkan bahwa proyek tersebut rencananya hendak dibangun kawasan perumahan.
Pihak kepolisian turun ke lokasi untuk mengecek kejadian sesungguhnya. Hasil pengecekan di lokasi, area proyek perumahan tersebutternyata bekas pemakaman. Berikut ini fakta-faktanya.
Kapolsek Pasar Kemis AKP Syamsul Bahri mengatakan pihaknya telah turun ke lokasi dan mengecek peristiwa itu. Ia menyebutkan bahwa lahan yang akan dijadikanperumahanitu dulunya adalah pemakaman.
""Berdasarkan keterangan saksi, di lokasi itu dulu ada pemakaman yang disebut Makam Jengkol,"" kata Kapolsek Pasar Kemis AKP Syamsul Bahri ketika dimintai konfirmasi, Senin (29/9/2025).
Terkait penemuan itu, dia mengatakan sebelumnya tidak ada yang memberi tahu ataupun mengklaim bahwa di lokasi tersebut masih tersisa beberapa makam.
""Tadinya tidak ada yang tahu bahwa masih ada makam, itu ditemukan kain kafan dan tulang pada saat ada pengerjaan proyek di lokasi,"" jelasnya.


Penemuan kain kafan dan tulang di area proyek perumahan kawasan Desa Sindang Panon, Kecamatan Sindang Jaya, Tangerang, ternyata bekas pemakaman. Sebelumnya sudah dipindahkan puluhan makam yang berada di sana.
""Menurut ahli waris, sudah dilakukan pemindahan makam sebanyak sekitar 25 hingga 30 makam,"" kata Kapolsek Pasar Kemis AKP Syamsul Bahri, Senin (29/9).
Pihak kepolisian juga telah mengecek lokasi dan meminta keterangan sejumlah saksi. Proyek dibangun setelah pihak-pihak terkait sepakat atas pemindahan makam.
Kerangka manusia dan kain kafan tiba-tiba muncul di area proyek perumahan setelah 30 makam dipindahkan. Apa penyebabnya?
""Seingat saya mungkin sebulan lebih tidak ada aktivitas di lokasi itu. Makanya rumput mulai meninggi. Mungkin karena sering hujan dan ada genangan, tanahnya terkikis, akhirnya kelihatan,"" kata Kepala Desa (Kades) Sindang Panon, Didik Darmadi, Senin (29/9).
Sebanyak 30 makam sempat dipindahkan dari lokasi tersebut sebelum proyek dimulai. Namun, setelah beberapa waktu, proyek tidak dikerjakan.
""Waktu itu, setelah pemindahan sekitar 25 sampai 30 makam, tidak langsung dilakukan proyek. Menunggu dulu beberapa waktu, setelah tidak ada yang menyatakan masih ada makam, barulah pekerjaan dimulai,"" jelasnya.

Kapolresta Tangerang Kombes Indra Waspada Amirullah juga telah mengecek lokasi penemuan kain kafan dan kerangka manusia yang berserakan di area proyek perumahan kawasan Desa Sindang Panon, Kecamatan Sindang Jaya, Kabupaten Tangerang. Indra memastikan penemuan tersebut tak mengarah ke unsur pidana.
""Kami cek langsung untuk menjawab keresahan masyarakat. Kami pastikan, setelah diidentifikasi oleh Inafis, ini bukan tindak pidana,"" kata Indra.
Indra mengatakan lokasi penemuan tersebut sebelumnya merupakan area pemakaman. Lahan itu kemudian dijual untuk pembangunan proyek.
Menurut dia, proses relokasi sudah dilakukan dan tidak ada lagi warga yang mengklaim keberadaan makam keluarganya. Indra memastikan proses relokasi berjalan sesuai mekanisme.
""Artinya, prosedur yang seharusnya, sudah ditempuh oleh semua pihak,"" jelasnya.


[Gambas:Video 20detik]",https://news.detik.com/berita/d-8136932/4-fakta-area-proyek-perumahan-di-tangerang-ternyata-bekas-pemakaman,berita
"Anker Setuju Stasiun Karet-BNI City Digabung, Yakin Pengguna KRL Meningkat","Penumpang KRL atau anak kereta (anker) menyambut baik penggabunganStasiun Karetdan Stasiun BNI City. Kebijakan ini diharapkan bisa meningkatkan pengguna moda transportasi umum.
Chelsilya Simajuntak (27), salah satu pekerja di kawasan Sudirman yang juga pengguna KRL menilai konektivitas antarmoda transportasi bisa menarik masyarakat untuk menggunakan transportasi umum. Sebab, perpindahan transportasi jadi lebih efisien.
""Perpindahan transportasi juga jadi lebih efisien sih,"" kata Chelsilya, Selasa (30/9/2025).
Dengan begitu, menurut dia, masyarakat akan beralih dari kendaraan pribadi ke transportasi umum. Hal ini, kata Chelsilya, bisa mengurangi kemacetan.
""Dengan adanya rencana seperti ini pastinya akan mengurangi kemacetan dan otomatis polusi ya karena secara transportasi publik terkoneksi sehingga masyarakat atau pengguna transportasi jadi terdorong untuk meninggalkan kendaraan pribadi,"" ujar Chelsilya.
Sama halnya, Christine Natalia (24), yang juga menyambut baik rencana penggabungan Stasiun Karet dan BNI City. Dengan penggabungan itu, menurut dia, pekerja di kawasan Jakarta Pusat dan sekitarnya mempunyai pilihan sehingga tidak menumpuk di Stasiun Sudirman saja.
""Stasiun Sudirman terlalu sempit peronnya dibandingkan dengan jumlah penumpang sehingga saya berharap dengan rencana itu sih bisa mempermudah pengguna KRL yang memang bekerja di sekitar Sudirman,"" ujar Christine.
Sebelumnya, Menteri Perhubungan (Menhub) Dudy Purwagandhi bertemu dengan Gubernur DKI Jakarta Pramono Anung membahas tentang pengembangan kawasantransit oriented development(TOD) di Sudirman Dukuh Atas. Mereka juga turut membahas terkait wacana integrasi Stasiun Karet dan Stasiun Sudirman yang merupakan bagian dari TOD tersebut.
""Harapan kami bahwa TOD, kemudian juga Stasiun Karet-Sudirman, itu dalam waktu cepat bisa kami realisasikan,"" kata Dudy kepada wartawan di Wisma Mandiri, Jakarta Pusat, Senin (29/9/2025).
Masih dalam kesempatan yang sama, Pramono menyebutkan pertemuan menghasilkan sejumlah kesepakatan, seperti penggabungan Stasiun Karet dan Stasiun BNI City. Selain itu, dia melaporkan progres pembangunan MRT fase Bundaran HI-Kota, serta proyek LRT.
""Sudah ada kesepakatan dan kami juga mendapatkan beberapa persetujuan yang memang diberikan oleh pemerintah pusat kepada pemerintah Jakarta. Selain TOD Dukuh Atas, kemudian juga menyatukan antara Stasiun Karet dan BNI,"" ujar Pramono.

Tonton juga video ""Pramono Imbau Ojol Tak Ngetem di Pelican Crossing Stasiun Cikini"" di sini:

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8136920/anker-setuju-stasiun-karet-bni-city-digabung-yakin-pengguna-krl-meningkat,berita
Kisah Anak Papua Bangkit dari Trauma Berkat Pendampingan Jaksa,"Kejaksaan Tinggi Papua berbagi kisah pemulihan dua anak korban pelecehan seksual di Jayapura. Pemulihan itu tak hanya melalui jalur hukum, tapi juga lewat pendampingan emosional yang konsisten.
Kasi D Bidang Tindak Pidana Umum Kejati Papua, Dr Kusufi Esti Ridliani, menuturkan salah satu korban, sebut saja C (8), sempat mengalami trauma meski secara medis dinyatakan sembuh.
""Itu karena ada trauma yang dia simpan,"" kata Kusufi kepada detikcom beberapa waktu.
Namun, berkat pendampingan psikiater, kondisi C berangsur membaik.
""Terakhir bertemu, dia sudah ceria, sudah tidak gatal lagi, dan berani berinteraksi dengan lebih ceria,"" tambahnya.
Saat ini C bahkan sudah tidak ingin lagi datang untuk konseling, melainkan hanya ingin datang untuk menggambar saja karena merasa senang di sana.
""Dia bilang, 'Saya tidak mau lagi buat konsul, saya mau menggambar saja di sana',"" kata Kusufi.
Kisah serupa juga dialami oleh korban lain, M, yang dilecehkan oleh kakak iparnya. Awalnya, M sangat pendiam dan tidak berani menatap mata siapa pun. Namun, setelah rutin bertemu dengan Kusufi, yang selalu membawakan cokelat dan gantungan kunci kesukaannya, M mulai menunjukkan perubahan.
""Dia berani menatap mata saya, berdekatan duduk dengan saya itu saya sudah senang,""tuturnya.
Perubahan ini menunjukkan M merasa terlindungi dan nyaman di rumah aman. Selain pemulihan emosional, M juga menunjukkan perkembangan akademis yang luar biasa. Ia berhasil lulus dengan nilai yang baik, bahkan mengejutkan gurunya di sekolah.
""Sampai guru di sekolahnya itu kaget. 'Ini betulkah yang mengerjakan si anak ini?'"" ujar Kusufi.
M kini sudah berani menyuarakan keinginannya untuk dilatih menjahit dan memasak.
""Dari peluang seperti itu terbaca. Nanti berarti saya bisa memberikan fasilitas pada anak ini untuk mendapat pelatihan di dinas sosial,"" kata Kusufi.
Kisah ini merupakan bagian dari inovasi Kejaksaan Tinggi Papua melalui POSKO Keadilan, sebuah fasilitas yang didukung pimpinan untuk mempermudah layanan bagi perempuan dan anak yang berhadapan dengan hukum. Selain POSKO, Kejaksaan juga menyediakan layanan barcode agar masyarakat dapat mengakses layanan dengan mudah tanpa harus datang langsung ke kantor.
Kisah-kisah ini menjadi bukti nyata bahwa pendampingan hukum yang holistik, tidak hanya fokus pada proses pidana tetapi juga pada pemulihan mental dan psikologis korban, dapat memberikan harapan baru bagi mereka.
detikcom bersama Kejaksaan Agung menghadirkan program khusus yang mengungkap realita penegakan hukum dan keadilan di Indonesia. Program ini tidak hanya menyorot upaya insan kejaksaan dalam menuntaskan kasus, namun juga mengungkap kisah dari dedikasi dan peran sosial para jaksa inspiratif.
Program ini diharapkan membuka cakrawala publik akan arti pentingnya institusi kejaksaan dalam kerangka pembangunan dan penegakan supremasi hukum di masyarakat. Saksikan selengkapnya di sini.

Tonton juga video ""Jaksa Pengawal Daerah Tertinggal - Adhyaksa Awards 2025"" di sini:

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8136254/kisah-anak-papua-bangkit-dari-trauma-berkat-pendampingan-jaksa,berita
