IP,/faq.html,/index.html
65.55.31.101,0,1
65.55.31.110,1,0
65.55.31.126,0,1
65.55.31.127,0,1
65.55.31.13,0,1
65.55.31.145,1,0
65.55.31.146,0,1
65.55.31.147,0,1
65.55.31.151,0,1
65.55.31.157,0,1
65.55.31.180,1,0
65.55.31.183,1,0
65.55.31.19,1,0
65.55.31.211,0,1
65.55.31.221,1,0
65.55.31.54,1,0
65.55.31.57,1,0
65.55.31.58,1,0
65.55.31.63,0,1
65.55.31.64,0,1
65.55.31.91,0,1
65.55.32.114,0,1
65.55.32.124,1,0
65.55.32.131,0,1
65.55.32.135,1,0
65.55.32.140,0,1
65.55.32.144,0,1
65.55.32.155,0,1
65.55.32.157,1,0
65.55.32.162,1,0
65.55.32.178,0,1
65.55.32.226,0,1
65.55.32.230,0,1
65.55.32.234,1,0
65.55.32.236,0,1
65.55.32.243,1,0
65.55.32.38,0,1
65.55.32.40,0,1
65.55.32.47,1,0
65.55.32.47,0,1
65.55.32.7,0,1
65.55.33.103,0,1
65.55.33.123,0,1
65.55.33.127,1,0
65.55.33.129,0,1
65.55.33.134,0,1
65.55.33.134,0,1
65.55.33.136,0,1
65.55.33.137,0,1
65.55.33.137,0,1
65.55.33.138,0,1
65.55.33.159,1,0
65.55.33.193,0,1
65.55.33.195,0,1
65.55.33.198,0,1
65.55.33.213,0,1
65.55.33.220,0,1
65.55.33.226,1,0
65.55.33.226,0,1
65.55.33.228,1,0
65.55.33.234,0,1
65.55.33.31,1,0
65.55.33.37,1,0
65.55.33.5,0,1
65.55.33.59,1,0
65.55.33.60,1,0
65.55.33.64,0,1
65.55.33.72,0,1
65.55.34.102,0,1
65.55.34.12,0,1
65.55.34.12,0,1
65.55.34.120,0,1
65.55.34.14,1,0
65.55.34.143,0,1
65.55.34.145,0,1
65.55.34.145,0,1
65.55.34.151,0,1
65.55.34.154,1,0
65.55.34.181,0,1
65.55.34.183,1,0
65.55.34.205,0,1
65.55.34.220,0,1
65.55.34.239,0,1
65.55.34.242,1,0
65.55.34.249,0,1
65.55.34.45,0,1
65.55.34.57,0,1
65.55.34.59,0,1
65.55.34.95,0,1
65.55.35.10,0,1
65.55.35.100,0,1
65.55.35.123,1,0
65.55.35.141,0,1
65.55.35.146,0,1
65.55.35.150,1,0
65.55.35.16,1,0
65.55.35.189,0,1
65.55.35.197,1,0
65.55.35.210,0,1
65.55.35.212,1,0
65.55.35.252,0,1
65.55.35.27,0,1
65.55.35.27,0,1
65.55.35.29,1,0
65.55.35.36,0,1
65.55.35.5,1,0
65.55.35.52,0,1
65.55.35.61,0,1
65.55.35.85,0,1
65.55.35.92,1,0
65.55.35.94,0,1
65.55.36.112,1,0
65.55.36.117,0,1
65.55.36.123,0,1
65.55.36.15,0,1
65.55.36.169,0,1
65.55.36.187,1,0
65.55.36.226,0,1
65.55.36.234,0,1
65.55.36.236,1,0
65.55.36.242,0,1
65.55.36.48,1,0
65.55.36.52,0,1
65.55.36.64,0,1
65.55.36.69,0,1
65.55.36.85,0,1
65.55.36.96,0,1
65.55.37.100,0,1
65.55.37.106,0,1
65.55.37.116,0,1
65.55.37.121,0,1
65.55.37.129,1,0
65.55.37.150,1,0
65.55.37.17,1,0
65.55.37.183,0,1
65.55.37.188,1,0
65.55.37.209,1,0
65.55.37.243,0,1
65.55.37.244,1,0
65.55.37.249,0,1
65.55.37.33,0,1
65.55.37.62,0,1
65.55.37.64,1,0
65.55.37.79,1,0
65.55.37.8,0,1
65.55.38.1,0,1
65.55.38.109,0,1
65.55.38.119,1,0
65.55.38.148,0,1
65.55.38.149,1,0
65.55.38.165,0,1
65.55.38.174,0,1
65.55.38.175,1,0
65.55.38.194,0,1
65.55.38.197,0,1
65.55.38.205,0,1
65.55.38.210,0,1
65.55.38.211,1,0
65.55.38.242,0,1
65.55.38.250,1,0
65.55.38.254,0,1
65.55.38.26,0,1
65.55.38.44,1,0
65.55.39.107,0,1
65.55.39.120,0,1
65.55.39.14,0,1
65.55.39.148,0,1
65.55.39.170,1,0
65.55.39.174,1,0
65.55.39.180,0,1
65.55.39.188,0,1
65.55.39.200,0,1
65.55.39.208,1,0
65.55.39.209,1,0
65.55.39.219,0,1
65.55.39.225,0,1
65.55.39.235,1,0
65.55.39.239,1,0
65.55.39.240,0,1
65.55.39.242,0,1
65.55.39.54,0,1
65.55.39.70,0,1
65.55.39.87,0,1
65.55.39.98,0,1
65.55.4.103,0,1
65.55.4.150,0,1
65.55.4.160,0,1
65.55.4.192,1,0
65.55.4.194,0,1
65.55.4.199,0,1
65.55.4.233,0,1
65.55.4.237,0,1
65.55.4.246,0,1
65.55.4.25,0,1
65.55.4.250,0,1
65.55.4.26,0,1
65.55.4.39,1,0
65.55.4.64,1,0
65.55.4.81,0,1
65.55.4.92,0,1
65.55.4.99,0,1
65.55.40.107,0,1
65.55.40.117,0,1
65.55.40.12,1,0
65.55.40.120,1,0
65.55.40.122,0,1
65.55.40.123,0,1
65.55.40.142,0,1
65.55.40.142,1,0
65.55.40.153,1,0
65.55.40.166,1,0
65.55.40.182,0,1
65.55.40.196,0,1
65.55.40.205,0,1
65.55.40.206,0,1
65.55.40.211,0,1
65.55.40.214,0,1
65.55.40.215,0,1
65.55.40.244,0,1
65.55.40.249,0,1
65.55.40.31,1,0
65.55.40.31,0,1
65.55.40.50,0,1
65.55.40.52,0,1
65.55.40.8,1,0
65.55.40.82,0,1
65.55.40.97,0,1
65.55.40.97,0,1
65.55.41.108,0,1
65.55.41.117,0,1
65.55.41.122,0,1
65.55.41.133,0,1
65.55.41.142,0,1
65.55.41.152,1,0
65.55.41.155,1,0
65.55.41.166,0,1
65.55.41.180,1,0
65.55.41.185,0,1
65.55.41.2,1,0
65.55.41.206,0,1
65.55.41.21,1,0
65.55.41.21,0,1
65.55.41.219,0,1
65.55.41.224,0,1
65.55.41.237,0,1
65.55.41.239,1,0
65.55.41.24,1,0
65.55.41.245,0,1
65.55.41.249,0,1
65.55.41.41,0,1
65.55.41.52,1,0
65.55.41.66,0,1
65.55.41.84,1,0
65.55.41.86,0,1
65.55.42.1,0,1
65.55.42.113,0,1
65.55.42.124,1,0
65.55.42.125,1,0
65.55.42.132,0,1
65.55.42.145,1,0
65.55.42.155,1,0
65.55.42.161,1,0
65.55.42.177,0,1
65.55.42.196,1,0
65.55.42.214,0,1
65.55.42.221,0,1
65.55.42.232,1,0
65.55.42.26,0,1
65.55.42.33,0,1
65.55.42.54,1,0
65.55.42.55,1,0
65.55.42.56,1,0
65.55.42.67,0,1
65.55.42.7,1,0
65.55.42.74,0,1
65.55.42.81,0,1
65.55.42.94,1,0
65.55.43.105,0,1
65.55.43.116,0,1
65.55.43.120,1,0
65.55.43.129,0,1
65.55.43.130,0,1
65.55.43.131,0,1
65.55.43.133,1,0
65.55.43.146,0,1
65.55.43.148,0,1
65.55.43.173,0,1
65.55.43.178,0,1
65.55.43.19,1,0
65.55.43.198,0,1
65.55.43.206,0,1
65.55.43.233,0,1
65.55.43.3,1,0
65.55.43.38,1,0
65.55.43.46,0,1
65.55.43.73,1,0
65.55.43.74,0,1
65.55.44.116,0,1
65.55.44.135,0,1
65.55.44.160,1,0
65.55.44.160,0,1
65.55.44.166,0,1
65.55.44.18,0,1
65.55.44.182,0,1
65.55.44.182,0,1
65.55.44.183,0,1
65.55.44.185,0,1
65.55.44.200,0,1
65.55.44.222,0,1
65.55.44.23,1,0
65.55.44.23,0,1
65.55.44.231,0,1
65.55.44.232,0,1
65.55.44.251,0,1
65.55.44.28,0,1
65.55.44.33,0,1
65.55.44.46,1,0
65.55.44.96,1,0
65.55.44.98,0,1
65.55.45.0,0,1
65.55.45.101,0,1
65.55.45.117,0,1
65.55.45.117,1,0
65.55.45.122,1,0
65.55.45.134,1,0
65.55.45.164,0,1
65.55.45.164,0,1
65.55.45.187,0,1
65.55.45.190,1,0
65.55.45.193,0,1
65.55.45.202,0,1
65.55.45.212,0,1
65.55.45.221,1,0
65.55.45.23,0,1
65.55.45.230,0,1
65.55.45.25,1,0
65.55.45.254,0,1
65.55.45.4,0,1
65.55.45.44,0,1
65.55.45.49,1,0
65.55.45.55,0,1
65.55.45.7,1,0
65.55.45.71,0,1
65.55.45.71,1,0
65.55.45.75,0,1
65.55.45.8,0,1
65.55.45.95,0,1
65.55.45.96,1,0
65.55.46.102,0,1
65.55.46.171,1,0
65.55.46.178,1,0
65.55.46.185,0,1
65.55.46.190,0,1
65.55.46.196,0,1
65.55.46.197,1,0
65.55.46.203,0,1
65.55.46.217,0,1
65.55.46.226,0,1
65.55.46.240,0,1
65.55.46.248,1,0
65.55.46.253,0,1
65.55.46.28,0,1
65.55.46.6,0,1
65.55.46.7,0,1
65.55.46.90,0,1
65.55.46.91,1,0
65.55.47.11,0,1
65.55.47.121,0,1
65.55.47.122,0,1
65.55.47.130,0,1
65.55.47.135,1,0
65.55.47.14,0,1
65.55.47.142,0,1
65.55.47.157,1,0
65.55.47.173,0,1
65.55.47.185,0,1
65.55.47.206,0,1
65.55.47.207,0,1
65.55.47.213,0,1
65.55.47.220,1,0
65.55.47.231,0,1
65.55.47.231,0,1
65.55.47.239,0,1
65.55.47.246,1,0
65.55.47.54,0,1
65.55.47.57,1,0
65.55.47.62,1,0
65.55.47.74,1,0
65.55.48.120,1,0
65.55.48.124,0,1
65.55.48.144,1,0
65.55.48.149,1,0
65.55.48.166,0,1
65.55.48.169,0,1
65.55.48.187,0,1
65.55.48.199,1,0
65.55.48.209,0,1
65.55.48.223,0,1
65.55.48.234,1,0
65.55.48.237,1,0
65.55.48.248,0,1
65.55.48.249,0,1
65.55.48.32,1,0
65.55.48.37,0,1
65.55.48.4,1,0
65.55.48.40,0,1
65.55.48.47,0,1
65.55.48.55,1,0
65.55.48.92,1,0
65.55.48.99,0,1
65.55.49.102,0,1
65.55.49.127,0,1
65.55.49.128,0,1
65.55.49.128,1,0
65.55.49.13,1,0
65.55.49.13,0,1
65.55.49.136,0,1
65.55.49.144,0,1
65.55.49.145,1,0
65.55.49.155,0,1
65.55.49.166,0,1
65.55.49.167,0,1
65.55.49.183,0,1
65.55.49.197,0,1
65.55.49.215,0,1
65.55.49.220,0,1
65.55.49.224,0,1
65.55.49.226,0,1
65.55.49.245,1,0
65.55.49.27,1,0
65.55.49.73,1,0
65.55.49.78,0,1
65.55.49.78,0,1
65.55.49.79,1,0
65.55.49.85,1,0
65.55.5.136,0,1
65.55.5.196,1,0
65.55.5.197,0,1
65.55.5.209,0,1
65.55.5.214,0,1
65.55.5.219,0,1
65.55.5.223,0,1
65.55.5.229,0,1
65.55.5.231,0,1
65.55.5.235,0,1
65.55.5.240,0,1
65.55.5.245,0,1
65.55.5.31,0,1
65.55.5.39,0,1
65.55.5.42,1,0
65.55.5.5,0,1
65.55.5.56,1,0
65.55.5.83,0,1
65.55.5.86,0,1
65.55.5.87,0,1
65.55.5.89,1,0
65.55.5.90,0,1
65.55.50.10,0,1
65.55.50.103,1,0
65.55.50.128,0,1
65.55.50.137,0,1
65.55.50.140,0,1
65.55.50.164,1,0
65.55.50.192,0,1
65.55.50.193,0,1
65.55.50.211,0,1
65.55.50.223,0,1
65.55.50.23,0,1
65.55.50.236,1,0
65.55.50.27,0,1
65.55.50.37,1,0
65.55.50.39,0,1
65.55.50.43,1,0
65.55.50.5,1,0
65.55.50.53,0,1
65.55.50.80,1,0
65.55.51.11,1,0
65.55.51.117,0,1
65.55.51.124,0,1
65.55.51.134,0,1
65.55.51.154,0,1
65.55.51.161,1,1
65.55.51.17,0,1
65.55.51.187,0,1
65.55.51.187,0,1
65.55.51.196,0,1
65.55.51.2,1,0
65.55.51.2,0,1
65.55.51.203,0,1
65.55.51.212,0,1
65.55.51.238,0,1
65.55.51.248,0,1
65.55.51.250,1,0
65.55.51.37,1,0
65.55.51.38,0,1
65.55.51.44,0,1
65.55.51.78,0,1
65.55.51.78,1,0
65.55.51.86,0,1
65.55.51.88,0,1
65.55.52.10,1,0
65.55.52.103,0,1
65.55.52.109,0,1
65.55.52.146,0,1
65.55.52.155,0,1
65.55.52.197,0,1
65.55.52.201,1,0
65.55.52.209,0,1
65.55.52.213,0,1
65.55.52.216,0,1
65.55.52.219,0,1
65.55.52.223,1,0
65.55.52.237,0,1
65.55.52.252,0,1
65.55.52.51,0,1
65.55.52.6,0,1
65.55.52.78,1,0
65.55.52.93,1,0
65.55.52.93,0,1
65.55.53.11,1,0
65.55.53.118,1,0
65.55.53.125,0,1
65.55.53.198,0,1
65.55.53.203,1,0
65.55.53.210,1,0
65.55.53.214,1,0
65.55.53.216,1,0
65.55.53.220,0,1
65.55.53.223,1,0
65.55.53.231,0,1
65.55.53.241,0,1
65.55.53.27,0,1
65.55.53.83,0,1
65.55.53.90,1,0
65.55.54.1,1,0
65.55.54.104,0,1
65.55.54.129,0,1
65.55.54.133,1,0
65.55.54.135,0,1
65.55.54.160,0,1
65.55.54.164,0,1
65.55.54.176,0,1
65.55.54.185,0,1
65.55.54.218,0,1
65.55.54.230,0,1
65.55.54.234,0,1
65.55.54.238,0,1
65.55.54.241,1,0
65.55.54.253,0,1
65.55.54.32,1,0
65.55.54.4,1,0
65.55.54.67,0,1
65.55.54.67,0,1
65.55.54.90,1,0
65.55.54.90,1,0
65.55.54.92,0,1
65.55.55.112,0,1
65.55.55.129,1,0
65.55.55.129,0,1
65.55.55.148,1,0
65.55.55.162,0,1
65.55.55.17,1,0
65.55.55.179,1,0
65.55.55.199,0,1
65.55.55.227,1,0
65.55.55.241,0,1
65.55.55.252,0,1
65.55.55.3,0,1
65.55.55.45,0,1
65.55.55.68,0,1
65.55.55.70,1,0
65.55.55.88,0,1
65.55.56.1,1,0
65.55.56.102,1,0
65.55.56.114,1,0
65.55.56.124,0,1
65.55.56.126,0,1
65.55.56.143,1,0
65.55.56.158,0,1
65.55.56.18,1,0
65.55.56.188,0,1
65.55.56.199,0,1
65.55.56.202,0,1
65.55.56.203,1,0
65.55.56.22,0,1
65.55.56.249,1,0
65.55.56.47,0,1
65.55.56.51,0,1
65.55.56.58,0,1
65.55.56.64,1,0
65.55.56.68,0,1
65.55.56.71,1,0
65.55.57.102,0,1
65.55.57.118,0,1
65.55.57.12,0,1
65.55.57.126,1,0
65.55.57.142,0,1
65.55.57.16,0,1
65.55.57.174,0,1
65.55.57.189,0,1
65.55.57.2,0,1
65.55.57.206,1,0
65.55.57.216,0,1
65.55.57.218,0,1
65.55.57.22,0,1
65.55.57.235,0,1
65.55.57.236,0,1
65.55.57.242,1,0
65.55.57.252,0,1
65.55.57.51,0,1
65.55.57.55,0,1
65.55.57.72,1,0
65.55.57.73,1,0
65.55.57.96,1,0
65.55.58.112,1,0
65.55.58.113,0,1
65.55.58.125,1,0
65.55.58.137,1,0
65.55.58.149,0,1
65.55.58.161,1,0
65.55.58.168,0,1
65.55.58.180,0,1
65.55.58.182,0,1
65.55.58.199,0,1
65.55.58.23,0,1
65.55.58.234,0,1
65.55.58.237,0,1
65.55.58.24,1,0
65.55.58.242,0,1
65.55.58.34,1,0
65.55.58.42,1,0
65.55.58.43,1,0
65.55.58.70,0,1
65.55.58.87,1,0
65.55.58.94,0,1
65.55.59.126,1,0
65.55.59.149,0,1
65.55.59.159,0,1
65.55.59.165,0,1
65.55.59.174,0,1
65.55.59.177,0,1
65.55.59.180,0,1
65.55.59.195,1,0
65.55.59.216,1,0
65.55.59.218,0,1
65.55.59.230,1,0
65.55.59.235,1,0
65.55.59.253,0,1
65.55.59.50,0,1
65.55.59.53,0,1
65.55.59.6,1,0
65.55.59.63,0,1
65.55.59.73,0,1
65.55.59.74,0,1
65.55.59.88,0,1
65.55.59.91,0,1
65.55.59.99,0,1
65.55.6.100,1,0
65.55.6.101,0,1
65.55.6.111,1,0
65.55.6.119,0,1
65.55.6.125,1,0
65.55.6.127,0,1
65.55.6.145,0,1
65.55.6.163,0,1
65.55.6.181,1,0
65.55.6.183,1,0
65.55.6.190,0,1
65.55.6.195,0,1
65.55.6.214,0,1
65.55.6.225,0,1
65.55.6.239,0,1
65.55.6.253,1,0
65.55.6.27,0,1
65.55.6.31,0,1
65.55.6.36,0,1
65.55.6.44,0,1
65.55.6.71,1,0
65.55.6.81,0,1
65.55.6.9,0,1
65.55.60.0,1,0
65.55.60.11,1,0
65.55.60.143,0,1
65.55.60.15,0,1
65.55.60.170,0,1
65.55.60.172,0,1
65.55.60.180,0,1
65.55.60.2,0,1
65.55.60.200,0,1
65.55.60.201,0,1
65.55.60.206,0,1
65.55.60.249,0,1
65.55.60.32,1,0
65.55.60.37,1,0
65.55.60.48,0,1
65.55.60.5,0,1
65.55.60.54,0,1
65.55.60.72,0,1
65.55.60.75,1,0
65.55.60.79,1,0
65.55.60.88,0,1
65.55.60.91,1,0
65.55.60.99,1,0
65.55.61.125,0,1
65.55.61.146,0,1
65.55.61.165,1,0
65.55.61.172,0,1
65.55.61.172,1,0
65.55.61.192,1,0
65.55.61.199,1,0
65.55.61.205,1,0
65.55.61.208,0,1
65.55.61.209,1,0
65.55.61.215,0,1
65.55.61.221,0,1
65.55.61.24,0,1
65.55.61.35,1,0
65.55.61.45,1,0
65.55.61.46,0,1
65.55.61.51,0,1
65.55.61.54,1,0
65.55.61.66,0,1
65.55.61.71,0,1
65.55.61.82,0,1
65.55.61.89,1,0
65.55.62.111,0,1
65.55.62.122,0,1
65.55.62.122,0,1
65.55.62.134,0,1
65.55.62.139,0,1
65.55.62.154,0,1
65.55.62.154,0,1
65.55.62.156,0,1
65.55.62.172,0,1
65.55.62.182,0,1
65.55.62.191,0,1
65.55.62.199,1,0
65.55.62.214,0,1
65.55.62.216,0,1
65.55.62.221,1,0
65.55.62.229,0,1
65.55.62.230,1,0
65.55.62.230,0,1
65.55.62.231,1,0
65.55.62.239,0,1
65.55.62.241,0,1
65.55.62.30,0,1
65.55.62.41,0,1
65.55.62.6,1,0
65.55.62.62,0,1
65.55.62.70,1,0
65.55.62.71,0,1
65.55.62.94,0,1
65.55.63.109,0,1
65.55.63.111,0,1
65.55.63.112,0,1
65.55.63.114,1,0
65.55.63.125,0,1
65.55.63.125,0,1
65.55.63.141,1,0
65.55.63.143,1,0
65.55.63.163,0,1
65.55.63.167,0,1
65.55.63.177,0,1
65.55.63.177,0,1
65.55.63.186,1,0
65.55.63.186,0,1
65.55.63.191,0,1
65.55.63.204,1,0
65.55.63.21,1,0
65.55.63.214,0,1
65.55.63.225,0,1
65.55.63.226,0,1
65.55.63.233,0,1
65.55.63.245,0,1
65.55.63.27,0,1
65.55.63.35,1,0
65.55.63.35,0,1
65.55.63.44,0,1
65.55.63.46,0,1
65.55.63.48,0,1
65.55.63.5,1,0
65.55.63.5,0,1
65.55.63.54,1,0
65.55.63.61,1,0
65.55.63.62,1,0
65.55.63.79,1,0
65.55.63.79,0,1
65.55.63.84,0,1
65.55.63.89,0,1
65.55.63.90,0,1
65.55.64.101,0,1
65.55.64.110,1,0
65.55.64.118,0,1
65.55.64.144,0,1
65.55.64.146,0,1
65.55.64.155,0,1
65.55.64.158,1,0
65.55.64.174,0,1
65.55.64.180,1,0
65.55.64.184,0,1
65.55.64.202,0,1
65.55.64.204,0,1
65.55.64.225,0,1
65.55.64.230,0,1
65.55.64.233,0,1
65.55.64.233,0,1
65.55.64.241,0,1
65.55.64.25,0,1
65.55.64.26,0,1
65.55.64.35,0,1
65.55.64.44,1,0
65.55.64.50,0,1
65.55.64.87,1,0
65.55.65.105,0,1
65.55.65.12,0,1
65.55.65.126,0,1
65.55.65.146,1,0
65.55.65.194,1,0
65.55.65.203,1,0
65.55.65.206,0,1
65.55.65.211,0,1
65.55.65.217,0,1
65.55.65.221,1,0
65.55.65.23,0,1
65.55.65.230,1,0
65.55.65.41,0,1
65.55.65.79,0,1
65.55.66.103,1,0
65.55.66.124,0,1
65.55.66.129,0,1
65.55.66.141,0,1
65.55.66.148,0,1
65.55.66.15,0,1
65.55.66.157,0,1
65.55.66.159,0,1
65.55.66.187,0,1
65.55.66.192,0,1
65.55.66.226,0,1
65.55.66.231,1,0
65.55.66.238,0,1
65.55.66.245,0,1
65.55.66.253,1,0
65.55.66.3,0,1
65.55.66.5,1,0
65.55.66.6,0,1
65.55.66.71,0,1
65.55.66.77,0,1
65.55.66.85,1,0
65.55.66.97,1,0
65.55.67.11,0,1
65.55.67.111,0,1
65.55.67.126,0,1
65.55.67.135,1,0
65.55.67.15,0,1
65.55.67.163,1,0
65.55.67.186,0,1
65.55.67.190,0,1
65.55.67.191,0,1
65.55.67.192,1,0
65.55.67.201,0,1
65.55.67.203,1,0
65.55.67.209,0,1
65.55.67.224,1,0
65.55.67.226,0,1
65.55.67.231,1,0
65.55.67.240,1,0
65.55.67.29,1,0
65.55.67.37,1,0
65.55.67.52,0,1
65.55.67.53,0,1
65.55.67.71,0,1
65.55.67.83,1,0
65.55.67.92,0,1
65.55.67.93,1,0
65.55.68.100,0,1
65.55.68.114,0,1
65.55.68.126,1,0
65.55.68.134,0,1
65.55.68.135,0,1
65.55.68.143,1,0
65.55.68.148,1,0
65.55.68.185,1,0
65.55.68.192,1,0
65.55.68.224,0,1
65.55.68.225,0,1
65.55.68.35,1,0
65.55.68.78,0,1
65.55.69.119,0,1
65.55.69.12,0,1
65.55.69.126,0,1
65.55.69.155,0,1
65.55.69.162,1,0
65.55.69.163,1,0
65.55.69.166,0,1
65.55.69.177,0,1
65.55.69.191,0,1
65.55.69.199,0,1
65.55.69.229,0,1
65.55.69.242,1,0
65.55.69.79,0,1
65.55.69.80,0,1
65.55.69.86,1,0
65.55.7.108,1,0
65.55.7.175,0,1
65.55.7.177,0,1
65.55.7.178,1,0
65.55.7.184,0,1
65.55.7.184,1,0
65.55.7.191,1,0
65.55.7.192,0,1
65.55.7.193,0,1
65.55.7.227,1,0
65.55.7.242,0,1
65.55.7.248,1,0
65.55.7.250,1,0
65.55.7.36,0,1
65.55.7.51,0,1
65.55.7.53,0,1
65.55.7.65,1,1
65.55.7.89,0,1
65.55.7.89,1,0
65.55.7.97,0,1
65.55.70.10,0,1
65.55.70.133,0,1
65.55.70.159,0,1
65.55.70.159,1,0
65.55.70.185,1,0
65.55.70.197,1,0
65.55.70.2,0,1
65.55.70.200,1,0
65.55.70.220,0,1
65.55.70.243,0,1
65.55.70.25,0,1
65.55.70.26,0,1
65.55.70.26,0,1
65.55.70.31,0,1
65.55.70.35,0,1
65.55.70.45,0,1
65.55.70.46,0,1
65.55.70.48,0,1
65.55.70.79,0,1
65.55.71.10,0,1
65.55.71.121,1,0
65.55.71.129,1,0
65.55.71.147,1,0
65.55.71.164,1,0
65.55.71.172,0,1
65.55.71.173,0,1
65.55.71.174,0,1
65.55.71.191,1,0
65.55.71.211,0,1
65.55.71.23,1,0
65.55.71.234,0,1
65.55.71.239,0,1
65.55.71.240,1,0
65.55.71.243,0,1
65.55.71.25,0,1
65.55.71.32,0,1
65.55.71.43,0,1
65.55.71.65,0,1
65.55.71.72,0,1
65.55.71.80,0,1
65.55.71.93,1,0
65.55.72.10,0,1
65.55.72.108,0,1
65.55.72.112,1,0
65.55.72.120,1,0
65.55.72.137,0,1
65.55.72.137,0,1
65.55.72.157,0,1
65.55.72.174,0,1
65.55.72.182,0,1
65.55.72.190,1,0
65.55.72.198,0,1
65.55.72.20,0,1
65.55.72.207,0,1
65.55.72.21,0,1
65.55.72.212,0,1
65.55.72.216,0,1
65.55.72.218,0,1
65.55.72.239,0,1
65.55.72.243,0,1
65.55.72.244,0,1
65.55.72.245,0,1
65.55.72.54,0,1
65.55.72.60,0,1
65.55.72.66,1,0
65.55.72.75,0,1
65.55.72.77,0,1
65.55.72.78,1,0
65.55.72.84,1,0
65.55.72.94,0,1
65.55.72.97,0,1
65.55.73.116,0,1
65.55.73.125,1,0
65.55.73.149,0,1
65.55.73.169,0,1
65.55.73.171,0,1
65.55.73.218,0,1
65.55.73.228,0,1
65.55.73.246,0,1
65.55.73.31,0,1
65.55.73.38,1,0
65.55.73.49,0,1
65.55.73.57,0,1
65.55.73.58,0,1
65.55.73.70,0,1
65.55.73.86,0,1
65.55.73.87,0,1
65.55.73.99,1,0
65.55.74.108,0,1
65.55.74.120,0,1
65.55.74.130,0,1
65.55.74.145,1,0
65.55.74.156,1,0
65.55.74.158,0,1
65.55.74.163,1,0
65.55.74.163,0,1
65.55.74.164,0,1
65.55.74.164,0,1
65.55.74.170,0,1
65.55.74.171,0,1
65.55.74.177,1,0
65.55.74.187,0,1
65.55.74.190,0,1
65.55.74.205,1,0
65.55.74.214,0,1
65.55.74.227,0,1
65.55.74.41,0,1
65.55.74.42,1,0
65.55.74.44,0,1
65.55.74.70,0,1
65.55.74.75,0,1
65.55.74.78,0,1
65.55.74.96,0,1
65.55.75.105,0,1
65.55.75.108,0,1
65.55.75.130,1,0
65.55.75.144,1,0
65.55.75.164,0,1
65.55.75.181,0,1
65.55.75.200,0,1
65.55.75.204,0,1
65.55.75.207,1,0
65.55.75.217,0,1
65.55.75.219,0,1
65.55.75.226,0,1
65.55.75.241,0,1
65.55.75.247,1,0
65.55.75.254,0,1
65.55.75.45,1,0
65.55.75.73,0,1
65.55.75.87,1,0
65.55.76.104,0,1
65.55.76.107,1,0
65.55.76.112,0,1
65.55.76.123,0,1
65.55.76.133,1,0
65.55.76.142,1,0
65.55.76.163,0,1
65.55.76.164,0,1
65.55.76.166,1,0
65.55.76.180,1,0
65.55.76.185,0,1
65.55.76.192,0,1
65.55.76.20,1,0
65.55.76.207,1,0
65.55.76.21,1,0
65.55.76.230,1,0
65.55.76.231,0,1
65.55.76.243,1,0
65.55.76.252,1,0
65.55.76.252,0,1
65.55.76.34,1,0
65.55.76.41,0,1
65.55.76.65,0,1
65.55.76.78,1,0
65.55.76.8,0,1
65.55.77.104,1,0
65.55.77.124,0,1
65.55.77.126,0,1
65.55.77.143,0,1
65.55.77.156,0,1
65.55.77.159,0,1
65.55.77.179,0,1
65.55.77.190,0,1
65.55.77.215,0,1
65.55.77.219,1,0
65.55.77.220,0,1
65.55.77.234,1,0
65.55.77.243,0,1
65.55.77.3,1,0
65.55.77.36,0,1
65.55.77.64,1,0
65.55.77.71,1,0
65.55.77.81,0,1
65.55.78.1,0,1
65.55.78.132,1,0
65.55.78.15,0,1
65.55.78.151,0,1
65.55.78.172,0,1
65.55.78.177,0,1
65.55.78.179,0,1
65.55.78.182,1,0
65.55.78.186,1,0
65.55.78.232,1,0
65.55.78.251,0,1
65.55.78.4,0,1
65.55.78.47,0,1
65.55.78.48,1,0
65.55.78.71,1,0
65.55.78.78,1,0
65.55.78.83,0,1
65.55.79.116,1,0
65.55.79.120,0,1
65.55.79.129,0,1
65.55.79.129,0,1
65.55.79.13,0,1
65.55.79.148,0,1
65.55.79.163,0,1
65.55.79.179,1,0
65.55.79.18,1,0
65.55.79.193,1,0
65.55.79.196,0,1
65.55.79.198,0,1
65.55.79.20,0,1
65.55.79.206,0,1
65.55.79.232,1,0
65.55.79.25,1,0
65.55.79.42,0,1
65.55.79.61,0,1
65.55.79.9,0,1
65.55.8.107,0,1
65.55.8.114,0,1
65.55.8.127,1,0
65.55.8.138,1,0
65.55.8.138,0,1
65.55.8.152,1,0
65.55.8.190,0,1
65.55.8.193,0,1
65.55.8.195,0,1
65.55.8.206,0,1
65.55.8.217,0,1
65.55.8.221,0,1
65.55.8.223,1,0
65.55.8.224,1,0
65.55.8.226,0,1
65.55.8.227,0,1
65.55.8.237,0,1
65.55.8.240,1,0
65.55.8.48,0,1
65.55.8.60,1,0
65.55.8.73,0,1
65.55.8.85,0,1
65.55.8.86,1,0
65.55.8.93,1,0
65.55.8.99,1,0
65.55.80.0,0,1
65.55.80.108,1,0
65.55.80.11,1,0
65.55.80.114,0,1
65.55.80.120,1,0
65.55.80.129,0,1
65.55.80.13,1,0
