id,Text,,,
2861,I am not at all happy with what you saying or doing,,,
2862,Adult 18 Content Your video will be with you shortly,,,
2863,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",,,
2864,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,,,
2865,He says hi and to get your ass back to south tampa (preferably at a kegger),,,
2866,Smith waste da.i wanna gayle.,,,
2867,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",,,
2868,"Aight, tomorrow around  &lt;#&gt;  it is",,,
2869,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
2870,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",,,
2871,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,,,
2872,See you there! ,,,
2873,I dont understand your message.,,,
2874,Crucify is c not s. You should have told me earlier.,,,
2875,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",,,
2876,Fuck cedar key and fuck her (come over anyway tho),,,
2877,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,,,
2878,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",,,
2879,U still painting ur wall?,,,
2880,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",,,
2881,Printer is cool. I mean groovy. Wine is groovying,,,
2882,Hi Harish's rent has been transfred to ur Acnt.,,,
2883,Anything lor is she coming?,,,
2884,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,,,
2885,ÌÏ still attending da talks?,,,
2886,No probs hon! How u doinat the mo?,,,
2887,K I'll take care of it,,,
2888,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,,,
2889,My battery is low babe,,,
2890,Shuhui has bought ron's present it's a swatch watch...,,,
2891,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",,,
2892,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,,,
2893,K I'll be sure to get up before noon and see what's what,,,
2894,K...k...yesterday i was in cbe .,,,
2895,Went to ganesh dress shop,,,
2896,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",,,
2897,ÌÏ collecting ur laptop then going to configure da settings izzit?,,,
2898,If you r @ home then come down within 5 min,,,
2899,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",,,
2900,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,,,
2901,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
2902,"Bill, as in: Are there any letters for me. i‰Ûªm expecting one from orange that isn‰Ûªt a bill but may still say orange on it.",,,
2903,Tell me pa. How is pain de.,,,
2904,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,,,
2905,"Ha. You don‰Û÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",,,
2906,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",,,
2907,ALRITE,,,
2908,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,,,
2909,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,,,
2910,How do you guys go to see movies on your side.,,,
2911,"Sorry,in meeting I'll call later",,,
2912,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,,,
2913,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,,,
2914,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,,,
2915,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,,,
2916,What time should I tell my friend to be around?,,,
2917,Yes. that will be fine. Love you. Be safe.,,,
2918,Thanks chikku..:-) gud nyt:-*,,,
2919,Is xy in ur car when u picking me up?,,,
2920,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",,,
2921,"Yo, any way we could pick something up tonight?",,,
2922,I've not sent it. He can send me.,,,
2923,Fine am simply sitting.,,,
2924,Thts god's gift for birds as humans hav some natural gift frm god..,,,
2925,Are you coming to day for class.,,,
2926,Im done. Just studyn in library,,,
2927,Ok... U enjoy ur shows...,,,
2928,Anything...,,,
2929,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,,,
2930,Wat's my dear doing? Sleeping ah?,,,
2931,Hi' Test on  &lt;#&gt; rd ....,,,
2932,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,,,
2933,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,,,
2934,Yup n her fren lor. I'm meeting my fren at 730.,,,
2935,"Yeah, we got one lined up for us",,,
2936,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",,,
2937,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,,,
2938,Hey i've booked the pilates and yoga lesson already... Haha,,,
2939,Are you ok. What happen to behave like this,,,
2940,You have 1 new message. Please call 08712400200.,,,
2941,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,,,
2942,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",,,
2943,No message..no responce..what happend?,,,
2944,We currently have a message awaiting your collection. To collect your message just call 08718723815.,,,
2945,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",,,
2946,make that 3! 4 fucks sake?! x,,,
2947,Leave it. U will always be ignorant.,,,
2948,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),,,
2949,at bruce b downs &amp; fletcher now,,,
2950,Where are you ? You said you would be here when I woke ... :-(,,,
2951,Hey now am free you can call me.,,,
2952,Tell me whos this pls:-),,,
2953,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",,,
2954,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",,,
2955,Id have to check but there's only like 1 bowls worth left,,,
2956,Yes there were many sweets,,,
2957,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,,,
2958,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,,,
2959,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,,,
2960,Sir send to group mail check it.,,,
2961,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,,,
2962,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",,,
2963,You dont know you jabo me abi.,,,
2964,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",,,
2965,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,,,
2966,"Are you being good, baby? :)",,,
2967,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,,,
2968,"Mostly sports type..lyk footbl,crckt..",,,
2969,Ma head dey swell oh. Thanks for making my day,,,
2970,U should make a fb list,,,
2971,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,"this wont even start........ Datz confidence..""",,
2972,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,,,
2973,Happy New Year Princess!,,,
2974,"I'll text carlos and let you know, hang on",,,
2975,"Don't worry, * is easy once have ingredients!",,,
2976,I love u 2 my little pocy bell I am sorry but I love u,,,
2977,"Ok omw now, you at castor?",,,
2978,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,,,
2979,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",,,
2980,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,,,
2981,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
2982,"Tonight? Yeah, I'd be down for that",,,
2983,What should i eat fo lunch senor,,,
2984,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",,,
2985,No break time one... How... I come out n get my stuff fr Ì_?,,,
2986,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,,,
2987,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",,,
2988,Do you still have the grinder?,,,
2989,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
2990,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",,,
2991,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",,,
2992,K.i did't see you.:)k:)where are you now?,,,
2993,So i'm doing a list of buyers.,,,
2994,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",,,
2995,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,,,
2996,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,,,
2997,Don know..he is watching film in computer..,,,
2998,No b4 Thursday,,,
2999,"Oh, then your phone phoned me but it disconnected",,,
3000,Id onluy matters when getting on from offcampus,,,
3001,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,,,
3002,"Excellent, I'll see what riley's plans are",,,
3003,I will see in half an hour,,,
3004,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,
3005,Ew are you one of them?,,,
3006,Also hi wesley how've you been,,,
3007,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,,,
3008,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,
3009,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,,,
3010,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),,,
3011,"Hm good morning, headache anyone? :-)",,,
3012,Yeah no probs - last night is obviously catching up with you... Speak soon ,,,
3013,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,,,
3014,I might go 2 sch. Yar at e salon now v boring.,,,
3015, &lt;#&gt;  mins but i had to stop somewhere first.,,,
3016,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",,,
3017,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,,,
3018,I didn't get the second half of that message,,,
3019,Wat time do u wan 2 meet me later?,,,
3020,I thank you so much for all you do with selflessness. I love you plenty.,,,
3021,Am in film ill call you later.,,,
3022,How dare you change my ring,,,
3023,You are a very very very very bad girl. Or lady.,,,
3024,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,,,
3025,"What part of \don't initiate\"" don't you understand""",,,
3026,I finished my lunch already. U wake up already?,,,
3027,You still at the game?,,,
3028,You have got tallent but you are wasting.,,,
3029,What is your record for one night? :),,,
3030,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",,,
3031, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,,,
3032,Jokin only lar... :-) depends on which phone my father can get lor...,,,
3033,"Aight, lemme know what's up",,,
3034,Get ready for  &lt;#&gt;  inches of pleasure...,,,
3035,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
3036,;-) ok. I feel like john lennon.,,,
3037,Cos darren say Ì_ considering mah so i ask Ì_...,,,
3038,You are not bothering me but you have to trust my answers. Pls.,,,
3039,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",,,
3040,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,,,
3041,Aight what time you want me to come up?,,,
3042,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,,,
3043,Your bill at 3 is å£33.65 so thats not bad!,,,
3044,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,,,
3045,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",,,
3046,So how's the weather over there?,,,
3047,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",,,
3048,Die... Now i have e toot fringe again...,,,
3049,Lol they don't know about my awesome phone. I could click delete right now if I want.,,,
3050,Ok,,,
3051,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",,,
3052,Please leave this topic..sorry for telling that..,,,
3053,Pls send me the correct name da.,,,
3054,What happened to our yo date?,,,
3055,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,,,
3056,Webpage s not available!,,,
3057,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,,,
3058,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,,,
3059,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",,,
3060,K..k...from tomorrow onwards started ah?,,,
3061,What u talking bout early morning? It's almost noon where your at!,,,
3062,Fine. Do you remember me.,,,
3063,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",,,
3064,Ok. How many should i buy.,,,
3065,"Sounds good, keep me posted",,,
3066,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,,,
3067,Ok. So april. Cant wait,,,
3068,Boy you best get yo ass out here quick,,,
3069,Ay wana meet on sat?Ì_ wkg on sat?,,,
3070,I'm now but have to wait till 2 for the bus to pick me.,,,
3071,Apart from the one i told you about yesterday?,,,
3072,Ok lor... But buy wat?,,,
3073,Somebody should go to andros and steal ice,,,
3074,Don know. I did't msg him recently.,,,
3075,Take us out shopping and Mark will distract Isaiah.=D,,,
3076,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",,,
3077,There is no sense in my foot and penis.,,,
3078,Okay but i thought you were the expert,,,
3079,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,,,
3080,S.s:)i thinl role is like sachin.just standing. Others have to hit.,,,
3081,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,,,
3082,"And very importantly, all we discuss is between u and i only.",,,
3083,K..k:)how about your training process?,,,
3084,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,,,
3085,In da car park ,,,
3086,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,,,
3087,So i asked how's anthony. Dad. And your bf,,,
3088,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",,,
3089,What Today-sunday..sunday is holiday..so no work..,,,
3090,Am going to take bath ill place the key in window:-),,,
3091,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,,,
3092,"Dear, take care. I am just reaching home.love u a lot.",,,
3093,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,,,
3094,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,,,
3095,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,,,
3096,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,,,
3097,"Yo, you at jp and hungry like a mofo?",,,
3098,This is all just creepy and crazy to me.,,,
3099,Ok... I din get ur msg...,,,
3100,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
3101,Pathaya enketa maraikara pa',,,
3102,Even if he my friend he is a priest call him now,,,
3103,"U so lousy, run already come back then half dead... Hee...",,,
3104,That's y i said it's bad dat all e gals know u... Wat u doing now?,,,
3105,Or remind me in a few hrs.,,,
3106,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",,,
3107,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,,,
3108,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,,,
3109,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,,,
3110,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,,,
3111,Short But Cute : \ Be a good person ," but dont try to prove\"" ..... Gud mrng...""",,
3112,Just haven't decided where yet eh ?,,,
3113,"Wat time liao, where still got.",,,
3114,Yes watching footie but worried we're going to blow it - Phil Neville?,,,
3115,I wait 4 Ì_ inside da car park...,,,
3116,Uncle Abbey! Happy New Year. Abiola,,,
3117,Now am free call me pa.,,,
3118,R u saying i should re order the slippers cos i had to pay for returning it.,,,
3119,Stop knowing me so well!,,,
3120,Good evening! this is roger. How are you?,,,
3121,Small problem in auction:)punj now asking tiwary,,,
3122,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
3123,He telling not to tell any one. If so treat for me hi hi hi,,,
3124,My uncles in Atlanta. Wish you guys a great semester.,,,
3125,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,,,
3126,U coming 2 pick me?,,,
3127,Thats cool. i liked your photos. You are very sexy!,,,
3128,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,,,
3129,"Haha better late than ever, any way I could swing by?",,,
3130,Ok. But i finish at 6.,,,
3131,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",,,
3132,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,,,
3133,So no messages. Had food?,,,
3134,Ok going to sleep. Hope i can meet her.,,,
3135,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
3136,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,,,
3137,You're right I have now that I think about it,,,
3138,Wat r u doing now?,,,
3139,Is ur lecture over?,,,
3140,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,,,
3141,Customer place i will call you,,,
3142,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,,,
3143,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),,,
3144,"Haha I heard that, text me when you're around",,,
3145,I.ll get there tomorrow and send it to you,,,
3146,\SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY," ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...\""""",
3147,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,,,
3148,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",,,
3149,"Sorry,  in meeting I'll call you later",,,
3150,Yo! Howz u? girls never rang after india. L,,,
3151,Yeah but which is worse for i,,,
3152,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,,,
3153,I tagged MY friends that you seemed to count as YOUR friends.,,,
3154,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,,,
3155,Ok...,,,
3156,Long time. You remember me today.,,,
3157,Havent shopping now lor i juz arrive only,,,
3158,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,,,
3159,Are you up for the challenge? I know i am :),,,
3160,How much did ur hdd casing cost.,,,
3161,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,,,
3162,I can't describe how lucky you are that I'm actually awake by noon,,,
3163,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,,,
3164,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",,,
3165,Cheers for the card ... Is it that time of year already?,,,
3166,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,
3167,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",,,
3168,Ugh hopefully the asus ppl dont randomly do a reformat.,,,
3169,"Haven't seen my facebook, huh? Lol!",,,
3170,"Mah b, I'll pick it up tomorrow",,,
3171,Still otside le..u come 2morrow maga..,,,
3172,Do u still have plumbers tape and a wrench we could borrow?,,,
3173,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",,,
3174,It vl bcum more difficult..,,,
3175,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,,,
3176,Havent still waitin as usual... ÌÏ come back sch oredi?,,,
3177,In meeting da. I will call you,,,
3178,K k :-):-) then watch some films.,,,
3179,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,,,
3180,There the size of elephant tablets & u shove um up ur ass!!,,,
3181,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",,,
3182,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
3183,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,,,
3184,Good morning pookie pie! Lol hope I didn't wake u up,,,
3185,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,,,
3186,Happy birthday to you....dear.with lots of love.rakhesh NRI,,,
3187,Howz that persons story,,,
3188,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",,,
3189,X2  &lt;#&gt; . Are you going to get that,,,
3190,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,,,
3191,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,,,
3192,Is ur paper today in e morn or aft?,,,
3193,I will lick up every drop :) are you ready to use your mouth as well?,,,
3194,And you! Will expect you whenever you text! Hope all goes well tomo ,,,
3195,Great. P diddy is my neighbor and comes for toothpaste every morning,,,
3196,"I av a new number,  . Wil u only use this one,ta.",,,
3197,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,,,
3198,7 lor... Change 2 suntec... Wat time u coming?,,,
3199,No de.am seeing in online shop so that i asked.,,,
3200,Just curious because my cuz asked what I was up to,,,
3201,Nice.nice.how is it working?,,,
3202,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,,,
3203,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,,,
3204,She's good. How are you. Where r u working now,,,
3205,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",,,
3206,At home also.,,,
3207,This phone has the weirdest auto correct.,,,
3208,Oops my phone died and I didn't even know. Yeah I like it better.,,,
3209,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,,,
3210,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",,,
3211,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",,,
